Country,Year,Still Operational,Model,Military spending,Gdp,Successful
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['TR'],2011,FALSE,AW149,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['IN'],2014,FALSE,AW101,,,0
['KR'],2018,FALSE,AW159 Wildcat,,,0
['KR'],2018,FALSE,AW159 Wildcat,,,0
['KR'],2018,FALSE,AW159 Wildcat,,,0
['KR'],2018,FALSE,AW159 Wildcat,,,0
['KR'],2018,FALSE,AW159 Wildcat,,,0
